producto_id,nombre,categoria,precio
101,Oficina Item 0001,Oficina,5410.0
102,Smart Home Item 0002,Smart Home,14160.0
103,Audio Item 0003,Audio,66010.0
104,Oficina Item 0004,Oficina,32660.0
105,Gaming Item 0005,Gaming,21780.0
106,Accesorios Item 0006,Accesorios,3220.0
107,Gaming Item 0007,Gaming,99700.0
108,Computación Item 0008,Computación,30290.0
109,Smart Home Item 0009,Smart Home,102520.0
110,Gaming Item 0010,Gaming,175490.0
111,Audio Item 0011,Audio,57050.0
112,Redes Item 0012,Redes,13530.0
113,Accesorios Item 0013,Accesorios,34760.0
114,Redes Item 0014,Redes,7210.0
115,Computación Item 0015,Computación,18010.0
116,Redes Item 0016,Redes,43510.0
117,Gaming Item 0017,Gaming,161480.0
118,Oficina Item 0018,Oficina,110170.0
119,Computación Item 0019,Computación,16710.0
120,Smart Home Item 0020,Smart Home,109960.0
121,Redes Item 0021,Redes,39580.0
122,Oficina Item 0022,Oficina,5780.0
123,Accesorios Item 0023,Accesorios,18990.0
124,Oficina Item 0024,Oficina,75770.0
125,Oficina Item 0025,Oficina,16730.0
126,Video Item 0026,Video,135000.0
127,Redes Item 0027,Redes,8960.0
128,Redes Item 0028,Redes,10590.0
129,Smart Home Item 0029,Smart Home,70300.0
130,Oficina Item 0030,Oficina,34650.0
131,Audio Item 0031,Audio,30560.0
132,Accesorios Item 0032,Accesorios,2570.0
133,Computación Item 0033,Computación,37290.0
134,Accesorios Item 0034,Accesorios,14200.0
135,Gaming Item 0035,Gaming,38530.0
136,Gaming Item 0036,Gaming,200320.0
137,Computación Item 0037,Computación,36940.0
138,Accesorios Item 0038,Accesorios,30070.0
139,Redes Item 0039,Redes,10710.0
140,Video Item 0040,Video,50520.0
141,Video Item 0041,Video,17950.0
142,Audio Item 0042,Audio,10230.0
143,Smart Home Item 0043,Smart Home,82370.0
144,Computación Item 0044,Computación,520870.0
145,Computación Item 0045,Computación,54880.0
146,Audio Item 0046,Audio,27820.0
147,Oficina Item 0047,Oficina,55220.0
148,Oficina Item 0048,Oficina,8130.0
149,Audio Item 0049,Audio,81570.0
150,Computación Item 0050,Computación,146880.0
151,Computación Item 0051,Computación,59600.0
152,Video Item 0052,Video,87270.0
153,Gaming Item 0053,Gaming,140170.0
154,Oficina Item 0054,Oficina,43640.0
155,Smart Home Item 0055,Smart Home,88850.0
156,Redes Item 0056,Redes,7460.0
157,Computación Item 0057,Computación,23320.0
